OA11CD,Rural Urban,All categories: Ethnic group,White,White: English/Welsh/Scottish/Northern Irish/British,White: Irish,White: Gypsy or Irish Traveller,White: Other White,Mixed,Mixed/multiple ethnic group: White and Black Caribbean,Mixed/multiple ethnic group: White and Black African,Mixed/multiple ethnic group: White and Asian,Mixed/multiple ethnic group: Other Mixed,Asian,Asian/Asian British: Indian,Asian/Asian British: Pakistani,Asian/Asian British: Bangladeshi,Asian/Asian British: Chinese,Asian/Asian British: Other Asian,Black,Black/African/Caribbean/Black British: African,Black/African/Caribbean/Black British: Caribbean,Black/African/Caribbean/Black British: Other Black,Other,Other ethnic group: Arab,Other ethnic group: Any other ethnic group
E00016474,Total,253,144,105,9,0,30,15,7,2,3,3,21,4,1,0,3,13,64,12,46,6,9,1,8
E00016477,Total,293,203,164,9,0,30,26,8,5,3,10,10,1,0,0,1,8,53,30,13,10,1,0,1
E00016481,Total,310,181,112,8,0,61,21,9,6,2,4,33,6,0,0,9,18,69,35,20,14,6,1,5
E00016126,Total,316,186,160,5,0,21,20,11,0,4,5,13,4,0,0,0,9,93,22,54,17,4,1,3
E00016127,Total,418,219,174,13,2,30,33,15,8,1,9,10,8,0,0,2,0,156,51,80,25,0,0,0
E00016131,Total,315,180,154,6,0,20,9,6,2,0,1,25,3,0,5,6,11,94,35,44,15,7,0,7
E00016134,Total,256,165,151,2,0,12,17,9,0,1,7,5,1,0,0,4,0,69,32,26,11,0,0,0
E00016140,Total,263,140,104,6,4,26,18,11,4,1,2,19,1,3,1,5,9,82,33,39,10,4,1,3
E00016118,Total,385,198,161,4,0,33,17,10,0,1,6,19,5,0,0,2,12,142,44,81,17,9,0,9
E00016154,Total,270,143,112,6,0,25,19,11,4,0,4,7,2,0,0,1,4,95,39,38,18,6,0,6
E00016155,Total,378,125,79,3,1,42,42,14,7,3,18,40,10,1,6,14,9,156,72,46,38,15,0,15
E00016156,Total,301,134,122,2,0,10,28,10,5,1,12,16,1,0,2,2,11,109,40,56,13,14,2,12
E00016157,Total,344,197,172,3,0,22,16,11,0,1,4,32,5,1,4,0,22,85,28,37,20,14,0,14
E00016112,Total,309,130,102,7,0,21,25,11,8,4,2,24,4,1,0,1,18,123,43,51,29,7,0,7
E00016119,Total,325,176,146,2,0,28,18,7,0,2,9,20,7,0,0,1,12,104,32,56,16,7,0,7
E00016121,Total,261,124,84,1,0,39,13,7,3,0,3,11,0,1,1,0,9,105,36,55,14,8,0,8
E00016123,Total,334,123,99,2,0,22,26,12,0,3,11,34,0,6,0,1,27,146,47,77,22,5,1,4
E00016158,Total,318,144,119,1,0,24,28,21,0,2,5,25,4,1,0,2,18,121,35,75,11,0,0,0
E00016113,Total,390,223,184,5,5,29,37,21,9,3,4,11,1,0,0,1,9,92,21,44,27,27,7,20
E00016120,Total,323,178,156,5,0,17,23,10,2,6,5,24,1,4,0,1,18,90,36,38,16,8,0,8
E00016122,Total,340,167,150,1,0,16,13,6,3,1,3,17,1,0,3,0,13,126,56,55,15,17,5,12
E00016124,Total,293,146,133,1,0,12,21,8,11,0,2,18,3,0,3,3,9,108,61,34,13,0,0,0
E00016125,Total,327,142,115,5,0,22,20,13,3,0,4,46,2,5,0,1,38,98,30,54,14,21,1,20
E00016114,Total,270,133,123,2,0,8,11,3,3,2,3,30,8,0,0,5,17,92,41,39,12,4,0,4
E00016128,Total,355,170,153,2,0,15,34,13,5,8,8,31,0,8,7,2,14,116,33,54,29,4,0,4
E00016130,Total,335,168,148,7,0,13,24,12,5,5,2,27,7,1,0,3,16,101,45,32,24,15,0,15
E00016133,Total,338,170,160,2,0,8,27,16,2,1,8,23,2,1,4,2,14,117,60,45,12,1,0,1
E00016135,Total,330,164,143,8,1,12,18,11,2,2,3,46,4,1,0,7,34,102,41,37,24,0,0,0
E00016948,Total,410,128,116,0,0,12,37,15,6,3,13,47,3,1,0,2,41,184,85,56,43,14,3,11
E00016949,Total,360,118,83,4,0,31,30,26,4,0,0,45,4,0,0,1,40,161,85,61,15,6,2,4
E00016951,Total,354,111,89,0,0,22,47,23,3,9,12,35,0,4,0,8,23,145,76,54,15,16,2,14
E00016955,Total,330,143,119,0,0,24,19,11,1,4,3,34,0,0,3,1,30,114,44,48,22,20,0,20
E00016956,Total,281,155,138,6,0,11,20,9,1,6,4,18,0,0,5,0,13,84,36,45,3,4,0,4
E00016950,Total,302,178,132,3,1,42,16,4,2,0,10,49,0,4,0,0,45,57,6,45,6,2,0,2
E00016967,Total,313,142,118,2,0,22,36,6,11,5,14,46,5,0,0,8,33,78,33,33,12,11,2,9
E00016968,Total,293,152,120,4,0,28,25,14,2,5,4,37,2,0,0,0,35,76,30,42,4,3,0,3
E00016969,Total,266,146,123,4,0,19,24,8,5,2,9,29,8,0,5,1,15,65,27,30,8,2,0,2
E00016971,Total,285,148,117,11,1,19,23,14,4,1,4,20,2,0,0,4,14,93,43,39,11,1,0,1
E00016928,Total,417,146,112,3,0,31,49,23,13,5,8,48,2,1,0,1,44,152,45,83,24,22,5,17
E00016947,Total,317,254,231,9,0,14,17,9,1,1,6,6,0,0,0,6,0,36,22,8,6,4,0,4
E00016958,Total,360,120,109,1,0,10,30,24,4,0,2,41,6,0,4,0,31,142,54,76,12,27,7,20
E00016963,Total,318,149,120,4,0,25,12,9,0,1,2,38,0,5,0,5,28,113,43,56,14,6,0,6
E00016937,Total,401,195,160,3,0,32,26,13,1,2,10,47,5,6,10,1,25,117,48,55,14,16,3,13
E00016959,Total,302,169,138,7,0,24,14,8,2,0,4,39,9,5,5,0,20,72,28,36,8,8,0,8
E00016962,Total,426,202,169,6,0,27,27,14,4,7,2,48,8,0,10,5,25,145,65,50,30,4,1,3
E00016965,Total,314,121,96,2,1,22,29,11,4,11,3,47,10,0,0,16,21,115,57,38,20,2,2,0
E00016970,Total,373,199,163,5,0,31,33,15,4,6,8,15,0,6,0,3,6,124,64,43,17,2,1,1
E00016934,Total,360,157,136,3,0,18,30,12,3,3,12,61,14,0,0,1,46,108,47,49,12,4,2,2
E00016935,Total,410,240,202,5,0,33,22,12,2,5,3,37,6,6,0,4,21,103,48,37,18,8,1,7
E00016936,Total,357,188,156,6,0,26,13,4,0,1,8,41,6,0,0,2,33,105,55,39,11,10,0,10
E00016938,Total,313,173,140,6,0,27,14,4,0,2,8,56,4,2,0,1,49,62,21,36,5,8,0,8
E00016939,Total,300,156,136,3,0,17,19,12,3,2,2,47,2,1,4,13,27,61,16,36,9,17,3,14
E00016496,Total,264,176,139,4,0,33,14,8,0,4,2,15,5,0,0,9,1,40,16,17,7,19,0,19
E00016517,Total,241,148,134,0,0,14,20,17,1,0,2,2,2,0,0,0,0,63,23,25,15,8,0,8
E00016518,Total,286,192,163,6,1,22,14,7,2,1,4,10,0,1,0,1,8,59,31,19,9,11,1,10
E00016523,Total,238,131,108,5,0,18,17,6,1,5,5,35,26,2,0,1,6,47,17,22,8,8,1,7
E00016524,Total,329,203,172,8,1,22,19,8,4,5,2,25,5,3,0,2,15,72,27,38,7,10,5,5
E00016525,Total,252,174,148,2,0,24,8,4,0,3,1,15,3,0,0,8,4,43,12,26,5,12,4,8
E00016497,Total,274,138,103,2,0,33,25,9,5,4,7,7,2,1,3,0,1,102,56,27,19,2,2,0
E00016527,Total,245,131,94,7,0,30,14,8,0,0,6,2,1,0,0,1,0,93,67,18,8,5,0,5
E00016528,Total,220,133,90,0,0,43,23,9,3,3,8,9,4,0,0,1,4,49,22,22,5,6,0,6
E00016531,Total,333,184,156,2,0,26,23,11,10,0,2,12,7,0,0,0,5,102,43,43,16,12,5,7
E00016532,Total,216,118,86,0,0,32,16,5,2,4,5,16,5,4,0,3,4,57,29,22,6,9,0,9
E00016535,Total,243,140,113,5,0,22,8,5,2,0,1,28,0,0,0,7,21,60,28,25,7,7,0,7
E00016520,Total,264,198,160,5,0,33,5,5,0,0,0,6,0,0,0,1,5,53,21,17,15,2,1,1
E00016522,Total,280,160,138,6,4,12,9,6,2,0,1,9,4,3,0,1,1,101,55,28,18,1,0,1
E00016526,Total,292,160,146,7,0,7,13,3,6,0,4,21,6,5,0,1,9,87,64,14,9,11,0,11
E00016529,Total,270,155,130,2,0,23,25,9,11,2,3,6,3,2,0,1,0,78,38,28,12,6,0,6
E00016530,Total,306,178,147,6,0,25,16,8,8,0,0,14,4,0,0,4,6,85,37,40,8,13,5,8
E00016533,Total,323,176,155,6,0,15,13,7,0,0,6,32,5,0,6,2,19,89,52,25,12,13,0,13
E00016534,Total,301,189,153,4,0,32,14,4,1,0,9,21,0,0,2,7,12,73,44,15,14,4,0,4
E00016536,Total,314,193,161,7,0,25,21,20,0,0,1,33,0,0,5,1,27,67,36,24,7,0,0,0
E00016537,Total,291,200,178,3,0,19,14,7,3,1,3,7,1,2,0,0,4,56,31,18,7,14,0,14
E00016538,Total,340,222,199,2,0,21,19,8,3,3,5,19,0,0,6,4,9,75,42,23,10,5,0,5
E00016539,Total,322,215,182,12,0,21,25,8,4,5,8,23,0,1,0,2,20,46,24,15,7,13,6,7
E00016830,Total,352,231,190,11,0,30,24,10,2,6,6,29,5,4,0,11,9,58,24,20,14,10,2,8
E00016839,Total,250,163,126,4,0,33,19,8,4,2,5,21,10,0,0,1,10,43,12,29,2,4,0,4
E00016845,Total,310,211,160,15,0,36,33,15,4,2,12,5,0,0,0,2,3,58,23,24,11,3,3,0
E00016872,Total,370,219,181,3,0,35,46,17,4,5,20,30,7,1,4,4,14,69,24,36,9,6,1,5
E00016873,Total,308,165,143,4,0,18,19,5,8,0,6,11,6,0,0,0,5,108,42,46,20,5,1,4
E00016838,Total,289,105,73,6,0,26,26,13,6,2,5,24,0,0,1,0,23,132,62,37,33,2,2,0
E00016840,Total,334,206,167,6,0,33,16,6,3,1,6,39,5,9,6,2,17,67,41,21,5,6,5,1
E00016847,Total,259,107,99,2,0,6,19,8,5,2,4,15,2,0,0,3,10,116,65,38,13,2,2,0
E00016852,Total,216,121,97,3,0,21,19,4,4,7,4,15,5,0,0,8,2,51,29,16,6,10,0,10
E00016858,Total,243,118,98,3,0,17,32,22,1,1,8,7,0,0,0,2,5,84,39,32,13,2,0,2
E00016874,Total,209,175,165,5,2,3,9,2,6,0,1,0,0,0,0,0,0,21,5,12,4,4,2,2
E00016826,Total,302,177,142,3,0,32,19,5,1,1,12,10,2,0,0,1,7,92,42,38,12,4,4,0
E00016831,Total,274,110,92,6,4,8,20,15,3,2,0,14,12,0,1,0,1,121,43,67,11,9,1,8
E00016832,Total,244,176,150,2,0,24,22,7,5,6,4,6,1,0,0,0,5,37,5,28,4,3,0,3
E00016833,Total,333,208,166,6,0,36,33,8,6,11,8,49,19,0,0,8,22,40,23,15,2,3,0,3
E00016875,Total,259,114,88,2,0,24,18,11,0,2,5,14,1,0,3,4,6,105,51,42,12,8,0,8
E00016828,Total,246,148,115,2,0,31,32,6,14,4,8,7,5,0,1,0,1,55,14,30,11,4,1,3
E00016850,Total,213,128,106,5,0,17,12,5,0,1,6,19,5,0,1,4,9,53,28,15,10,1,0,1
E00016854,Total,273,151,115,13,0,23,33,12,9,6,6,26,5,7,0,1,13,63,26,23,14,0,0,0
E00016855,Total,209,137,111,4,0,22,10,5,0,1,4,11,0,0,0,7,4,44,29,13,2,7,0,7
E00016857,Total,264,162,133,2,1,26,15,3,2,5,5,12,6,0,0,2,4,74,25,40,9,1,0,1
E00016878,Total,262,107,85,5,0,17,20,13,1,1,5,18,8,0,0,0,10,101,37,59,5,16,0,16
E00016827,Total,343,222,185,5,0,32,19,9,2,1,7,32,12,0,0,4,16,59,25,26,8,11,6,5
E00016834,Total,316,162,131,0,0,31,25,10,3,2,10,26,2,0,1,7,16,94,35,36,23,9,0,9
E00016842,Total,266,114,91,3,5,15,23,4,6,5,8,26,2,2,0,8,14,99,37,37,25,4,0,4
E00016856,Total,347,209,135,5,0,69,23,4,8,1,10,45,12,4,0,11,18,60,28,22,10,10,5,5
E00016876,Total,189,134,106,9,0,19,10,4,0,2,4,6,1,0,0,3,2,39,14,19,6,0,0,0
E00016877,Total,199,102,84,8,0,10,18,8,3,0,7,11,1,0,0,0,10,65,9,41,15,3,1,2
E00016115,Total,295,147,116,11,0,20,15,3,2,0,10,20,3,0,0,1,16,103,50,39,14,10,0,10
E00016136,Total,324,162,136,4,0,22,15,4,1,8,2,21,9,0,0,1,11,111,50,51,10,15,7,8
E00016137,Total,392,219,188,8,0,23,32,19,2,0,11,27,1,5,3,2,16,102,57,30,15,12,1,11
E00016138,Total,333,174,146,1,1,26,23,16,0,3,4,30,5,0,0,2,23,97,33,45,19,9,2,7
E00016139,Total,326,175,152,5,1,17,17,6,7,3,1,22,1,0,5,3,13,105,61,22,22,7,6,1
E00016116,Total,320,124,90,4,1,29,25,11,6,0,8,22,11,0,1,4,6,140,66,52,22,9,8,1
E00016129,Total,300,152,112,2,0,38,26,14,6,0,6,23,4,0,0,0,19,76,33,23,20,23,8,15
E00016142,Total,347,113,94,4,0,15,39,21,6,0,12,35,4,3,0,8,20,144,77,49,18,16,6,10
E00016144,Total,244,95,73,5,0,17,38,27,3,2,6,16,8,1,0,1,6,91,18,55,18,4,0,4
E00016145,Total,339,125,101,3,0,21,37,17,16,2,2,21,0,0,0,3,18,150,66,53,31,6,2,4
E00016150,Total,328,103,74,2,0,27,49,19,23,1,6,28,6,0,0,0,22,141,88,35,18,7,1,6
E00016117,Total,331,168,133,4,0,31,38,18,1,4,15,9,0,0,0,2,7,114,38,47,29,2,0,2
E00016132,Total,269,126,102,4,0,20,19,8,2,0,9,18,1,0,0,11,6,104,39,45,20,2,0,2
E00016143,Total,294,130,108,4,1,17,25,11,5,0,9,18,1,0,0,2,15,117,47,42,28,4,3,1
E00016147,Total,337,167,133,4,0,30,29,19,2,1,7,9,5,0,1,1,2,117,48,43,26,15,2,13
E00016153,Total,263,152,125,11,0,16,29,9,5,2,13,9,0,0,0,1,8,66,24,28,14,7,1,6
E00016141,Total,280,155,127,10,1,17,27,21,2,0,4,35,1,5,0,4,25,63,31,28,4,0,0,0
E00016146,Total,261,131,112,2,5,12,18,12,0,3,3,20,3,3,0,3,11,87,38,37,12,5,0,5
E00016148,Total,309,157,126,3,0,28,18,10,4,1,3,22,6,0,0,0,16,111,32,56,23,1,0,1
E00016149,Total,273,98,67,1,0,30,12,6,5,0,1,27,1,0,0,10,16,135,68,46,21,1,1,0
E00016151,Total,272,159,129,7,0,23,11,5,3,2,1,13,0,0,4,7,2,88,55,26,7,1,1,0
E00016152,Total,244,117,91,2,1,23,15,8,2,0,5,12,1,3,0,3,5,94,32,32,30,6,2,4
E00016843,Total,248,133,102,8,0,23,30,10,12,0,8,25,9,0,0,6,10,52,10,31,11,8,0,8
E00016863,Total,385,222,177,8,0,37,23,7,7,2,7,22,14,1,0,2,5,113,38,62,13,5,0,5
E00016868,Total,248,140,103,9,0,28,21,10,5,6,0,9,3,2,2,1,1,74,28,30,16,4,1,3
E00016870,Total,330,212,178,3,0,31,32,18,1,7,6,17,5,1,1,3,7,67,36,25,6,2,0,2
E00016871,Total,264,178,160,5,0,13,24,17,1,2,4,5,0,0,0,3,2,56,9,42,5,1,0,1
E00016848,Total,257,192,165,7,0,20,14,6,0,3,5,14,4,4,3,0,3,37,21,14,2,0,0,0
E00016859,Total,375,261,190,12,0,59,39,13,2,16,8,24,7,2,0,10,5,49,10,33,6,2,0,2
E00016861,Total,468,264,198,6,0,60,49,22,1,19,7,74,15,3,5,13,38,79,42,14,23,2,0,2
E00016862,Total,330,202,154,4,0,44,38,12,3,19,4,37,21,3,0,3,10,51,22,22,7,2,2,0
E00016866,Total,366,204,155,6,0,43,43,20,3,14,6,44,17,0,0,8,19,66,34,19,13,9,0,9
E00016829,Total,267,161,123,5,0,33,18,2,5,4,7,15,5,0,2,3,5,65,29,27,9,8,3,5
E00016851,Total,314,219,188,4,0,27,24,6,3,6,9,34,6,0,1,7,20,27,13,13,1,10,1,9
E00016860,Total,346,209,143,11,0,55,17,8,2,2,5,23,3,0,1,4,15,92,35,37,20,5,1,4
E00016864,Total,319,172,140,7,0,25,22,12,0,1,9,10,8,0,0,0,2,93,10,63,20,22,0,22
E00016867,Total,254,176,145,6,0,25,17,3,3,3,8,27,24,0,0,0,3,33,4,22,7,1,0,1
E00016869,Total,218,137,115,7,0,15,14,8,5,0,1,13,2,4,0,0,7,53,9,28,16,1,0,1
E00016835,Total,330,200,166,3,0,31,25,15,10,0,0,21,1,4,2,0,14,76,25,34,17,8,2,6
E00016837,Total,278,170,134,8,0,28,27,8,3,9,7,22,7,11,0,2,2,59,21,32,6,0,0,0
E00016846,Total,322,203,159,9,1,34,37,4,17,6,10,10,0,1,4,0,5,63,18,34,11,9,0,9
E00016849,Total,230,108,70,7,2,29,34,14,5,11,4,33,18,0,0,3,12,54,26,17,11,1,1,0
E00016865,Total,382,222,177,2,8,35,30,14,1,8,7,12,4,0,0,3,5,109,43,40,26,9,0,9
E00016825,Total,270,81,52,6,0,23,28,8,10,4,6,19,1,5,0,6,7,139,72,49,18,3,0,3
E00016836,Total,308,204,173,8,0,23,34,11,5,2,16,19,16,0,0,1,2,48,15,29,4,3,1,2
E00016841,Total,337,117,101,4,0,12,35,21,8,2,4,27,6,6,0,1,14,145,52,73,20,13,1,12
E00016844,Total,266,205,174,9,0,22,8,4,0,4,0,15,4,4,0,0,7,32,4,23,5,6,2,4
E00016853,Total,214,113,101,4,0,8,17,12,2,0,3,11,1,0,0,5,5,68,25,25,18,5,3,2
E00016350,Total,358,201,173,9,0,19,29,18,5,4,2,12,0,0,6,0,6,72,27,25,20,44,0,44
E00016369,Total,333,197,162,4,0,31,19,10,4,2,3,26,1,0,5,9,11,87,41,31,15,4,1,3
E00016370,Total,334,197,162,5,0,30,29,9,5,4,11,16,8,0,0,3,5,70,20,33,17,22,4,18
E00016371,Total,281,174,148,0,0,26,23,13,4,1,5,15,4,0,0,2,9,56,24,24,8,13,0,13
E00016374,Total,284,181,157,2,0,22,23,14,2,1,6,13,0,1,5,0,7,54,25,17,12,13,0,13
E00016352,Total,288,182,165,5,0,12,23,7,5,2,9,24,0,0,0,0,24,55,28,19,8,4,1,3
E00016373,Total,299,199,177,1,0,21,26,12,1,9,4,11,5,0,0,3,3,53,32,12,9,10,6,4
E00016378,Total,302,174,149,5,0,20,13,4,6,0,3,39,5,6,6,6,16,72,29,36,7,4,1,3
E00016381,Total,337,199,169,7,0,23,34,18,5,7,4,34,10,0,0,1,23,66,32,23,11,4,0,4
E00016382,Total,245,160,149,6,0,5,12,7,1,1,3,32,10,0,0,3,19,37,23,13,1,4,0,4
E00016348,Total,235,118,108,2,0,8,27,15,3,4,5,32,6,1,0,0,25,56,25,24,7,2,1,1
E00016372,Total,308,199,168,5,0,26,15,11,1,1,2,4,1,1,0,0,2,84,37,29,18,6,3,3
E00016375,Total,267,146,133,3,0,10,14,10,0,1,3,27,15,0,0,1,11,73,25,34,14,7,0,7
E00016377,Total,286,186,163,3,0,20,24,13,3,2,6,4,0,0,0,0,4,70,34,23,13,2,0,2
E00016379,Total,311,189,174,3,0,12,20,8,6,2,4,11,2,0,3,1,5,88,46,29,13,3,0,3
E00016349,Total,303,156,129,9,1,17,20,13,0,2,5,11,0,0,0,4,7,111,40,52,19,5,0,5
E00016351,Total,513,270,246,5,0,19,34,14,4,5,11,39,3,1,9,3,23,133,46,61,26,37,3,34
E00016376,Total,275,146,136,3,0,7,17,10,1,1,5,16,4,0,0,1,11,90,33,38,19,6,0,6
E00016383,Total,337,187,175,3,0,9,41,18,7,5,11,15,0,0,9,0,6,86,46,31,9,8,1,7
E00016356,Total,384,198,178,3,0,17,37,24,3,5,5,50,0,0,1,10,39,78,40,23,15,21,0,21
E00016387,Total,355,225,200,5,0,20,15,10,0,1,4,14,0,0,1,4,9,85,38,39,8,16,0,16
E00016393,Total,310,187,158,7,0,22,13,1,6,0,6,18,3,0,0,0,15,87,45,33,9,5,0,5
E00165790,Total,263,175,152,3,2,18,22,12,2,0,8,23,1,0,3,0,19,31,17,6,8,12,0,12
E00016361,Total,221,144,119,6,0,19,24,14,2,2,6,14,3,0,7,1,3,23,7,7,9,16,0,16
E00016363,Total,324,184,163,5,0,16,22,10,0,6,6,20,0,10,0,5,5,92,46,24,22,6,0,6
E00016366,Total,277,175,165,0,0,10,27,13,1,2,11,8,3,0,1,2,2,59,19,28,12,8,1,7
E00016367,Total,165,132,126,3,0,3,7,4,0,0,3,4,0,0,0,0,4,22,5,10,7,0,0,0
E00016368,Total,292,173,152,6,0,15,25,7,6,6,6,18,2,1,0,1,14,67,42,20,5,9,1,8
E00016353,Total,315,197,173,7,0,17,20,10,1,0,9,12,6,0,0,1,5,83,27,46,10,3,1,2
E00016360,Total,435,256,207,8,2,39,26,11,8,3,4,19,5,1,0,4,9,131,50,60,21,3,1,2
E00016380,Total,242,137,122,6,0,9,18,16,0,0,2,22,3,6,0,1,12,59,22,27,10,6,6,0
E00016389,Total,296,184,162,4,0,18,21,11,4,4,2,23,0,0,1,5,17,64,36,13,15,4,0,4
E00016390,Total,233,107,96,3,0,8,33,21,1,2,9,36,5,0,0,3,28,47,23,17,7,10,6,4
E00016392,Total,268,199,179,4,0,16,17,10,2,1,4,4,0,1,0,1,2,42,14,19,9,6,2,4
E00016359,Total,307,175,130,9,0,36,16,10,0,2,4,13,5,0,0,7,1,89,37,42,10,14,1,13
E00016384,Total,327,131,108,4,0,19,19,7,8,0,4,78,13,6,5,7,47,86,25,46,15,13,1,12
E00016385,Total,374,184,153,6,0,25,39,17,6,4,12,20,3,1,7,4,5,129,65,48,16,2,0,2
E00016386,Total,212,116,87,10,0,19,9,2,3,2,2,5,1,0,0,0,4,80,28,37,15,2,0,2
E00016388,Total,321,163,137,9,0,17,20,7,3,6,4,50,5,5,5,4,31,80,43,29,8,8,0,8
E00016346,Total,253,167,141,7,0,19,15,9,2,1,3,22,0,0,6,1,15,49,16,25,8,0,0,0
E00016354,Total,221,121,104,3,1,13,11,5,3,0,3,30,1,0,0,9,20,56,34,17,5,3,1,2
E00016357,Total,317,158,131,3,0,24,15,3,6,2,4,37,0,1,6,2,28,100,68,27,5,7,1,6
E00016358,Total,259,149,122,3,0,24,12,4,0,1,7,22,2,3,0,0,17,68,27,33,8,8,0,8
E00016391,Total,308,159,114,5,4,36,21,6,0,3,12,35,8,0,5,0,22,88,29,49,10,5,0,5
E00016362,Total,322,199,184,6,0,9,32,13,5,6,8,37,1,6,4,5,21,49,18,20,11,5,2,3
E00016364,Total,278,166,155,2,0,9,18,5,2,3,8,14,0,0,2,0,12,75,27,21,27,5,2,3
E00016365,Total,213,142,120,2,0,20,0,0,0,0,0,8,1,0,0,1,6,31,4,12,15,32,0,32
E00016394,Total,299,186,174,3,0,9,22,8,1,0,13,22,6,0,0,0,16,54,28,16,10,15,0,15
E00165789,Total,280,149,130,4,0,15,9,7,2,0,0,5,0,2,0,0,3,64,21,15,28,53,4,49
E00016678,Total,272,82,60,7,0,15,8,5,0,1,2,55,10,0,7,15,23,121,87,16,18,6,1,5
E00016722,Total,398,74,40,5,0,29,32,13,8,3,8,45,1,0,0,14,30,240,131,76,33,7,4,3
E00016724,Total,290,141,98,4,0,39,21,2,9,2,8,39,5,0,4,8,22,79,52,18,9,10,1,9
E00016727,Total,332,74,53,0,0,21,22,7,3,4,8,76,1,0,9,38,28,156,106,31,19,4,1,3
E00016676,Total,262,75,56,4,0,15,9,8,1,0,0,54,1,4,7,13,29,119,72,37,10,5,0,5
E00016685,Total,323,86,54,6,0,26,16,9,3,0,4,37,0,0,9,13,15,182,116,57,9,2,0,2
E00016690,Total,297,94,57,4,0,33,17,10,4,0,3,31,1,0,0,12,18,141,58,63,20,14,8,6
E00016691,Total,294,123,67,0,0,56,34,17,5,5,7,30,2,0,0,19,9,100,56,36,8,7,0,7
E00016726,Total,180,48,30,1,0,17,14,7,3,0,4,25,4,0,1,10,10,91,59,21,11,2,1,1
E00016688,Total,300,135,96,6,0,33,18,12,2,0,4,42,1,9,16,10,6,92,54,29,9,13,1,12
E00016695,Total,300,77,66,3,0,8,24,2,10,1,11,49,4,1,1,16,27,143,85,53,5,7,1,6
E00016705,Total,253,88,48,5,0,35,15,6,0,5,4,76,3,1,8,17,47,65,47,11,7,9,0,9
E00016710,Total,331,116,65,6,0,45,13,2,6,2,3,51,3,0,0,29,19,146,87,35,24,5,1,4
E00016712,Total,366,179,118,9,0,52,18,6,4,2,6,63,1,0,0,40,22,100,62,13,25,6,1,5
E00016682,Total,239,133,69,4,0,60,13,1,3,2,7,36,7,0,3,17,9,54,45,5,4,3,1,2
E00016686,Total,341,118,81,1,0,36,16,5,8,0,3,37,0,1,7,7,22,159,92,48,19,11,4,7
E00016699,Total,297,95,66,0,0,29,29,12,9,6,2,45,5,0,1,26,13,114,77,22,15,14,0,14
E00016702,Total,298,120,78,2,0,40,29,14,7,1,7,25,3,0,0,4,18,111,75,28,8,13,6,7
E00016707,Total,447,185,128,7,0,50,32,14,3,3,12,127,16,22,0,56,33,85,52,22,11,18,1,17
E00016711,Total,268,145,89,3,1,52,23,6,8,6,3,41,7,4,1,17,12,50,35,11,4,9,3,6
E00016696,Total,235,101,63,8,0,30,14,4,7,1,2,28,4,2,2,10,10,85,60,15,10,7,0,7
E00016698,Total,328,137,96,0,0,41,18,6,5,2,5,45,4,1,0,14,26,116,81,28,7,12,0,12
E00016703,Total,267,112,89,5,0,18,18,8,5,3,2,37,3,1,0,12,21,95,62,24,9,5,1,4
E00016713,Total,407,195,135,6,0,54,36,11,14,3,8,72,3,0,10,30,29,97,57,24,16,7,0,7
E00165804,Total,223,107,82,5,0,20,10,2,0,4,4,33,1,0,4,12,16,66,49,12,5,7,0,7
