OA11CD,Total,0-4,5-9,10-14,15-19,20-24,25-29,30-34,35-39,40-44,45-49,50-54,55-59,60-64,65-69,70-74,75-79,80-84,85+
E00016679,241,10,12,10,10,18,16,20,20,18,12,13,19,17,8,12,12,10,4
E00016689,261,11,16,14,5,24,29,25,25,25,14,9,19,12,9,8,3,5,8
E00016693,335,13,16,25,19,32,25,30,21,32,11,23,25,20,8,4,6,10,15
E00016701,411,28,31,30,36,45,30,32,36,31,17,28,26,13,10,9,5,0,4
E00173939,720,49,74,50,39,62,47,73,80,57,45,34,39,27,11,15,5,8,5
E00016750,271,23,15,9,2,7,16,36,44,25,17,20,19,13,10,4,2,7,2
E00016752,336,19,25,22,13,6,15,18,29,27,26,23,22,21,16,8,17,12,17
E00016753,329,26,15,19,19,8,16,29,36,31,26,24,23,28,16,8,1,4,0
E00016758,309,15,18,15,20,15,28,24,24,21,25,30,21,18,10,3,8,5,9
E00016763,317,21,23,17,9,8,23,33,32,29,33,21,20,15,12,9,4,0,8
E00016738,431,24,24,29,16,12,30,36,34,33,52,27,28,16,18,12,13,19,8
E00016739,357,27,29,30,20,17,12,26,28,21,47,31,23,16,4,8,4,9,5
E00016740,313,13,23,16,13,20,31,20,25,30,27,24,21,16,11,10,3,4,6
E00016749,346,31,24,24,8,13,23,43,40,28,37,25,16,15,10,6,1,1,1
E00016755,492,31,33,38,30,23,30,35,45,31,59,51,27,10,15,16,7,7,4
E00016728,259,13,24,14,15,11,23,19,21,19,24,16,12,8,9,12,8,7,4
E00016764,250,10,22,13,16,24,29,24,20,17,22,11,14,3,10,7,7,0,1
E00016766,380,19,29,33,27,23,33,25,25,16,25,34,21,10,18,20,8,3,11
E00016768,314,31,40,19,14,19,15,35,34,22,26,23,12,3,7,8,1,3,2
E00016772,349,23,21,25,23,27,21,23,34,20,27,21,26,12,16,12,5,2,11
E00016737,287,8,19,14,10,15,21,53,19,28,17,15,29,17,14,1,5,1,1
E00016748,271,8,15,19,8,8,20,51,22,24,20,17,27,6,9,9,5,1,2
E00016756,303,12,29,29,22,26,22,32,15,25,23,16,22,5,4,9,1,3,8
E00016760,367,23,25,20,5,16,39,109,40,29,14,11,14,6,8,5,1,2,0
E00173704,375,20,16,15,10,17,44,80,58,39,13,19,14,11,8,3,1,2,5
E00173705,115,4,5,7,2,4,12,19,17,19,7,9,2,5,0,1,2,0,0
E00173707,5,0,0,0,0,0,1,1,0,1,0,0,1,1,0,0,0,0,0
E00016729,306,29,17,9,11,17,15,22,28,23,23,18,20,17,17,19,11,3,7
E00016730,331,19,29,26,11,9,24,19,24,34,26,17,28,15,16,10,9,10,5
E00016759,324,25,29,24,10,13,16,19,20,28,27,14,25,15,13,14,21,2,9
E00016761,328,29,34,16,9,14,12,13,34,29,25,23,17,21,13,17,5,9,8
E00016762,431,29,51,41,19,27,21,26,36,34,27,32,34,12,13,5,9,10,5
E00016765,264,16,15,10,7,13,23,35,30,25,22,19,11,10,12,8,4,4,0
E00016767,252,19,13,13,6,10,13,31,21,20,15,28,12,10,15,10,7,5,4
E00016770,146,10,5,3,4,4,11,25,24,15,12,11,8,5,6,0,3,0,0
E00016771,346,21,29,15,18,29,12,32,35,31,31,27,22,7,9,12,7,9,0
E00016774,393,27,37,28,17,21,13,27,35,40,37,29,22,19,14,9,12,5,1
E00016777,354,24,27,26,15,17,15,23,35,26,28,21,21,18,15,13,9,14,7
E00016731,314,34,22,13,12,13,17,35,44,35,24,15,19,12,8,6,5,0,0
E00016769,346,42,29,38,20,13,21,23,34,25,32,22,19,8,7,3,7,1,2
E00016773,248,29,19,22,10,11,14,23,26,32,16,16,14,6,3,0,2,1,4
E00016775,256,18,23,21,23,16,12,16,27,21,19,15,20,10,7,1,2,2,3
E00016776,353,20,14,20,16,13,26,35,41,23,25,16,36,24,20,2,16,1,5
E00016745,441,38,45,27,22,15,25,47,46,54,38,23,30,14,5,5,1,0,6
E00016746,385,36,24,26,11,12,28,37,51,37,24,21,25,21,7,12,6,2,5
E00016751,349,20,24,23,16,16,23,33,39,40,31,19,16,24,8,8,6,1,2
E00016754,309,32,25,14,10,10,12,34,41,29,24,18,10,15,8,13,7,3,4
E00016757,344,33,38,30,7,4,13,25,48,38,44,16,15,16,5,5,4,1,2
E00016732,351,15,24,13,7,15,52,49,45,30,33,21,15,9,11,4,2,4,2
E00016735,415,32,34,22,9,21,46,49,43,42,31,24,23,11,9,2,7,8,2
E00016741,273,17,20,7,5,12,21,39,30,18,32,13,13,10,15,6,5,6,4
E00016742,354,20,28,15,5,13,46,58,50,32,24,15,15,6,9,8,5,2,3
E00016733,330,24,36,11,16,10,13,35,42,37,21,14,17,13,12,15,6,5,3
E00016734,278,20,16,13,12,16,18,29,33,28,15,22,17,15,3,5,8,5,3
E00016743,273,31,16,15,4,9,26,28,48,25,12,15,12,10,7,4,5,5,1
E00016744,338,19,21,14,17,21,31,29,24,29,26,19,19,29,15,14,3,4,4
E00016747,304,24,15,13,16,13,18,36,41,30,15,23,12,10,12,10,7,5,4
E00016779,265,24,11,8,22,26,19,45,19,16,19,13,19,11,3,1,2,5,2
E00016789,430,43,48,19,12,18,16,28,33,48,33,27,32,16,7,15,11,15,9
E00016797,393,24,27,19,24,15,26,30,32,35,44,27,29,18,13,14,4,5,7
E00016798,555,90,49,21,9,22,44,85,59,38,42,28,29,15,8,6,3,3,4
E00016821,1337,228,75,34,42,50,108,281,164,113,77,39,41,24,19,19,8,6,9
E00016780,470,21,20,24,25,24,47,40,44,35,33,43,34,17,12,9,8,15,19
E00016782,415,30,22,16,25,15,35,35,36,35,33,27,43,22,10,11,6,11,3
E00016790,234,24,20,9,11,13,24,26,26,27,15,14,12,6,3,1,2,0,1
E00016792,598,74,58,44,45,32,57,56,53,60,37,28,27,10,8,5,1,1,2
E00016795,299,15,22,14,15,22,25,21,24,19,18,28,22,15,7,4,5,13,10
E00016796,521,41,40,48,48,21,40,40,44,36,30,45,32,20,12,10,2,1,11
E00016799,404,38,26,30,19,15,21,30,46,36,23,28,32,18,20,7,6,6,3
E00016804,382,36,18,28,26,11,20,30,35,32,14,24,13,16,7,16,14,14,28
E00016805,437,37,25,26,35,16,25,57,43,35,16,32,42,16,12,12,3,3,2
E00016806,275,18,12,21,22,15,9,16,31,14,15,30,24,19,13,8,3,4,1
E00016781,229,15,12,7,11,16,18,19,21,27,11,19,12,12,15,4,5,2,3
E00016793,182,8,8,7,14,11,14,14,15,15,11,16,31,11,5,1,1,0,0
E00016794,200,18,14,10,11,7,9,16,18,16,19,18,20,13,2,1,0,4,4
E00016801,261,22,18,9,16,15,17,30,25,23,18,18,17,13,6,6,4,3,1
E00016803,269,20,13,21,12,11,14,32,34,18,13,26,21,13,6,2,5,6,2
E00016808,229,17,19,16,17,14,11,20,17,30,17,11,14,9,4,4,0,4,5
E00016783,352,35,18,19,15,17,35,20,28,27,28,29,32,13,15,7,3,6,5
E00016802,437,65,28,22,14,26,60,27,31,26,28,26,36,17,10,6,5,4,6
E00016807,417,50,26,32,19,24,54,22,32,28,35,27,23,16,8,6,5,4,6
E00016809,348,33,18,10,6,22,44,24,24,22,32,30,26,13,16,8,10,3,7
E00016810,478,56,21,17,21,27,69,29,44,38,34,34,35,26,11,7,6,1,2
E00016784,284,11,14,16,12,28,21,21,19,17,32,30,22,14,7,4,2,4,10
E00016811,362,25,29,16,17,16,27,33,37,43,23,27,23,16,10,6,3,10,1
E00016812,300,14,10,20,15,20,23,19,29,25,16,30,34,17,9,3,5,4,7
E00016816,288,18,13,22,6,17,26,21,29,18,30,21,23,13,13,6,3,4,5
E00016817,311,37,22,15,14,22,15,13,29,25,27,26,21,14,6,8,4,4,9
E00016813,280,22,14,11,8,10,24,32,37,18,20,16,25,18,10,5,5,2,3
E00016814,279,22,12,18,18,11,18,27,36,21,25,15,19,18,3,3,7,4,2
E00016815,330,18,24,24,16,13,28,32,41,24,21,13,30,19,6,6,7,6,2
E00016818,260,32,17,12,11,7,22,27,35,18,16,16,13,10,7,4,8,2,3
E00016819,280,16,12,7,15,15,31,33,31,16,19,17,26,22,2,2,6,2,8
E00016785,291,16,16,13,13,18,21,27,31,35,14,16,19,13,14,6,7,8,4
E00016786,286,17,13,18,12,17,14,20,27,34,24,26,20,21,9,7,4,2,1
E00016787,658,89,75,41,22,28,41,40,87,87,44,39,30,16,10,6,1,1,1
E00016822,333,28,28,20,17,16,23,25,37,26,39,20,15,14,10,4,2,7,2
E00016824,269,25,12,15,7,12,18,16,32,32,23,17,24,10,8,6,5,5,2
E00016778,307,24,19,25,15,19,26,22,30,30,30,19,16,8,7,5,4,6,2
E00016788,275,19,14,23,15,10,19,24,25,24,20,26,12,8,12,5,5,8,6
E00016791,320,23,27,27,16,13,18,32,40,35,17,17,12,18,9,4,3,8,1
E00016800,262,19,27,25,14,11,14,20,37,25,18,19,9,11,1,4,4,2,2
E00016820,328,33,27,21,13,7,26,47,38,36,14,23,15,14,6,3,2,2,1
E00016823,286,21,16,26,15,11,21,28,20,22,24,20,21,14,5,8,5,5,4
E00016843,311,44,18,20,7,16,25,23,26,36,15,23,19,5,11,10,2,6,5
E00016863,374,37,17,11,9,22,18,33,29,38,19,25,23,21,8,7,9,16,32
E00016868,287,28,11,18,10,19,21,22,23,25,19,17,17,19,15,8,5,6,4
E00016870,282,23,15,16,4,15,17,19,26,24,27,19,28,12,10,5,6,6,10
E00016871,322,33,22,12,12,26,15,27,24,18,20,19,30,18,15,9,6,14,2
E00016848,271,27,11,16,5,17,22,13,16,24,22,13,21,22,11,9,10,4,8
E00016859,392,22,27,15,12,19,37,32,36,42,25,15,26,31,15,12,9,9,8
E00016861,553,25,38,22,17,46,100,49,52,62,42,26,22,21,10,8,5,5,3
E00016862,306,18,13,12,6,21,36,27,35,32,18,21,16,19,10,2,9,3,8
E00016866,437,23,34,26,12,37,56,26,40,56,28,17,26,12,13,12,9,10,0
E00016829,263,22,12,14,9,8,24,30,41,19,27,15,12,9,14,3,2,1,1
E00016851,343,20,22,28,11,5,21,16,45,26,28,29,20,19,12,18,8,8,7
E00016860,361,22,11,17,12,13,44,44,56,35,30,25,18,13,8,5,5,1,2
E00016864,356,18,27,21,16,10,28,35,38,25,22,38,41,17,7,8,1,2,2
E00016867,253,10,17,11,8,7,16,24,23,18,22,16,22,14,12,11,8,6,8
E00016869,190,11,11,13,8,4,7,19,16,17,12,8,13,5,8,12,9,9,8
E00016830,350,23,31,19,11,8,23,27,39,30,34,25,12,16,15,14,14,4,5
E00016839,288,22,24,15,8,6,14,27,38,49,25,9,16,13,6,6,5,3,2
E00016845,284,16,11,13,17,10,19,33,20,26,29,31,18,14,7,5,4,6,5
E00016872,377,30,33,28,20,20,15,18,37,49,30,29,21,15,16,7,4,3,2
E00016873,392,32,33,37,23,19,25,39,38,38,25,22,10,22,12,12,5,0,0
E00016838,291,29,35,24,21,15,16,19,23,24,18,24,18,4,5,8,5,3,0
E00016840,387,29,29,29,25,17,20,23,28,32,23,33,25,23,12,13,10,8,8
E00016847,266,24,26,30,13,16,13,23,16,20,15,23,16,15,2,3,6,1,4
E00016852,232,11,7,14,12,14,16,13,21,24,18,20,18,10,9,11,6,5,3
E00016858,255,21,25,30,22,12,11,19,21,11,16,18,12,7,5,10,6,6,3
E00016874,281,24,15,13,10,10,24,20,29,12,11,17,21,12,7,15,13,15,13
E00016826,389,13,14,29,28,24,29,34,29,28,23,29,28,13,16,7,10,10,25
E00016831,293,19,23,16,23,18,19,25,31,23,22,17,16,11,3,11,7,4,5
E00016832,219,9,14,14,6,15,9,16,10,13,13,11,15,12,13,6,9,8,26
E00016833,362,17,22,25,15,13,24,24,34,27,28,22,31,16,19,21,12,8,4
E00016875,274,19,15,7,20,22,16,22,20,19,20,23,26,10,9,13,7,6,0
E00016828,251,23,11,19,13,6,10,22,40,24,17,25,12,10,8,4,2,5,0
E00016850,284,14,8,23,12,16,15,25,37,20,22,23,19,22,13,4,5,6,0
E00016854,282,19,16,16,16,6,11,20,36,21,25,31,15,20,2,11,5,6,6
E00016855,197,18,5,6,9,3,11,23,28,20,22,19,10,8,7,3,4,1,0
E00016857,277,18,6,19,15,11,22,24,36,22,18,22,23,11,10,10,4,4,2
E00016878,320,15,16,24,19,12,14,27,36,29,12,27,16,21,23,12,9,4,4
E00016835,299,20,16,15,9,20,16,26,35,29,26,17,21,16,18,5,5,4,1
E00016837,301,32,20,16,8,8,13,36,38,37,25,18,11,6,11,8,5,4,5
E00016846,339,28,27,10,14,8,28,36,41,49,22,16,20,8,15,9,2,4,2
E00016849,233,13,13,10,11,11,27,18,33,28,17,12,13,11,11,2,0,2,1
E00016865,415,26,26,23,25,24,49,31,37,35,25,27,18,24,17,13,7,2,6
E00016827,336,19,20,27,4,12,15,41,34,30,37,39,17,11,9,4,3,6,8
E00016834,489,33,42,43,22,29,44,43,33,42,37,35,21,26,16,8,11,3,1
E00016842,298,39,35,30,8,11,15,29,27,19,13,21,16,17,6,6,6,0,0
E00016856,379,18,29,23,9,8,35,59,51,48,24,29,14,12,8,5,2,0,5
E00016876,232,17,7,14,6,8,17,30,15,18,9,27,7,12,12,12,8,6,7
E00016877,185,16,10,9,4,6,9,19,23,17,12,18,11,7,7,7,4,4,2
E00016825,274,18,22,16,24,10,23,24,24,23,21,20,22,7,7,2,1,4,6
E00016836,291,9,21,23,19,10,16,18,15,29,16,17,14,10,21,29,7,10,7
E00016841,292,19,16,27,17,16,19,23,20,23,29,15,25,14,11,8,3,3,4
E00016844,243,15,10,8,12,7,16,16,18,14,27,17,15,18,17,15,3,5,10
E00016853,321,18,31,24,20,11,27,24,23,24,26,26,21,12,11,10,4,5,4
E00016905,281,25,15,17,15,22,26,23,21,17,18,24,25,13,8,6,3,3,0
E00016907,334,21,20,38,19,20,23,30,32,25,19,18,31,21,6,3,3,2,3
E00016908,193,8,11,11,16,13,3,19,10,11,21,10,14,15,8,6,6,7,4
E00016910,385,22,26,46,33,21,14,34,26,27,29,27,24,18,12,10,3,7,6
E00016912,273,10,24,30,17,19,11,19,20,23,20,21,17,19,10,3,2,6,2
E00016909,440,43,50,41,12,24,19,59,34,34,29,21,29,10,12,10,8,0,5
E00016911,372,23,37,34,22,19,18,57,24,32,19,23,22,9,7,7,10,5,4
E00016913,486,41,52,32,21,35,25,72,24,32,39,26,27,18,18,3,12,1,8
E00016914,319,31,40,16,11,18,18,46,21,25,17,23,26,14,5,3,3,1,1
E00016881,377,25,24,23,9,19,41,48,40,29,26,17,22,21,12,6,5,8,2
E00016915,316,18,13,21,12,25,30,44,33,18,39,22,15,8,12,5,1,0,0
E00016916,394,24,30,24,27,37,37,25,36,29,22,25,25,25,4,4,6,8,6
E00016920,293,12,20,29,8,14,21,18,19,23,15,16,13,26,10,20,12,11,6
E00173950,488,30,25,25,23,44,68,56,38,41,43,23,26,16,13,9,3,3,2
E00173951,218,13,11,10,15,19,20,15,19,13,12,12,20,8,2,4,13,9,3
E00016921,288,9,20,21,17,20,33,28,19,17,22,24,11,20,9,5,7,1,5
E00016922,312,14,9,13,11,27,41,40,16,15,17,22,12,28,12,12,8,9,6
E00016923,372,13,19,17,17,31,67,51,23,22,26,24,18,11,12,3,11,3,4
E00016925,430,22,16,17,10,30,81,61,32,31,34,29,22,14,8,14,5,2,2
E00016926,346,18,37,24,15,25,41,31,18,16,23,23,16,21,15,9,3,6,5
E00016917,500,16,14,18,15,94,84,60,45,23,33,25,20,20,13,14,2,1,3
E00016918,393,13,12,10,4,56,107,73,41,20,18,13,8,4,7,3,0,3,1
E00016919,318,18,12,11,13,42,40,39,27,24,19,18,14,12,11,7,5,3,3
E00016924,401,24,9,16,13,40,61,51,47,32,21,20,21,12,12,10,1,7,4
E00016927,309,8,18,13,10,20,51,48,23,24,14,20,18,17,12,6,2,3,2
E00016879,416,26,20,23,18,33,50,40,37,28,18,31,34,20,17,9,5,0,7
E00016884,344,20,21,27,20,27,22,29,28,19,26,21,30,23,10,5,10,4,2
E00016886,385,28,27,17,9,27,43,67,42,31,33,16,16,13,6,4,2,3,1
E00016893,325,8,18,24,10,29,30,42,27,27,18,11,28,16,18,5,7,4,3
E00016896,281,26,15,9,6,9,35,48,30,25,23,20,16,10,3,3,1,1,1
E00016898,288,26,19,13,5,9,30,43,39,21,14,18,18,7,7,7,1,5,6
E00016900,357,39,18,10,5,13,33,59,53,23,28,21,11,12,7,5,2,5,13
E00016901,222,24,16,11,11,10,19,39,25,13,13,18,7,3,5,4,1,2,1
E00016904,277,20,18,17,10,12,20,50,28,17,24,22,14,11,6,4,3,1,0
E00016906,310,28,24,18,9,4,26,35,40,21,25,27,17,12,6,9,2,4,3
E00016885,311,21,15,11,10,21,38,32,23,28,23,18,20,19,15,5,5,5,2
E00016887,251,16,20,15,8,8,30,25,11,20,19,16,15,12,14,14,5,0,3
E00016889,331,23,22,17,10,21,40,16,24,37,26,22,19,13,18,8,3,4,8
E00016890,312,20,24,20,14,16,31,38,29,24,26,18,10,11,15,8,3,2,3
E00016895,323,33,17,12,10,18,31,34,30,30,30,12,14,23,12,10,5,1,1
E00016883,393,14,18,15,20,40,41,67,35,28,19,30,21,19,15,4,4,3,0
E00016888,342,16,11,18,21,32,23,35,21,24,22,29,34,16,16,9,5,4,6
E00016891,429,25,13,15,15,49,47,60,43,50,20,22,27,18,7,6,5,2,5
E00016892,324,15,17,13,12,28,33,51,30,26,23,17,26,13,10,5,5,0,0
E00016894,318,14,16,17,10,33,29,53,20,21,20,29,16,15,14,6,0,4,1
E00016880,559,40,44,42,26,55,49,63,45,48,30,32,23,19,18,12,8,1,4
E00016897,529,25,25,17,11,31,83,105,52,50,43,23,19,18,7,8,5,4,3
E00016899,251,11,14,13,5,9,22,37,37,28,18,11,10,12,6,12,5,0,1
E00016902,353,34,24,14,11,31,36,56,36,32,11,16,20,9,11,2,2,5,3
E00016903,402,30,24,9,8,35,56,71,53,35,15,18,10,13,13,6,3,1,2
E00016930,586,37,38,44,33,43,31,37,37,42,37,47,47,42,21,16,12,15,7
E00016946,470,29,28,41,28,28,26,32,43,27,28,43,37,28,16,7,10,7,12
E00016952,260,18,15,17,14,16,10,16,17,19,17,19,20,25,18,4,6,3,6
E00016964,323,18,26,25,22,16,13,19,25,25,31,19,19,15,8,6,14,6,16
E00016948,439,39,38,48,39,28,23,37,36,29,25,25,23,17,8,5,3,8,8
E00016949,418,27,42,53,28,21,20,28,34,42,30,27,19,10,9,8,3,7,10
E00016951,335,29,29,38,29,19,24,27,19,16,25,19,25,17,8,4,3,1,3
E00016955,369,29,36,46,27,10,18,24,35,34,25,15,16,18,8,12,8,5,3
E00016956,297,12,26,37,26,14,14,25,21,25,15,14,18,16,12,7,1,3,11
E00016950,311,22,15,15,23,19,12,27,21,23,28,23,23,17,6,12,10,9,6
E00016967,437,31,43,30,25,22,19,42,45,30,24,36,31,19,14,7,5,11,3
E00016968,300,11,30,27,16,18,11,13,31,22,22,18,21,18,17,7,3,7,8
E00016969,337,20,19,44,27,15,14,17,25,32,20,19,23,16,24,8,3,3,8
E00016971,300,20,20,26,29,16,12,18,23,21,11,32,24,19,8,13,4,3,1
E00016929,358,22,23,38,26,16,19,29,41,25,27,19,24,10,9,5,8,11,6
E00016931,287,25,25,32,13,15,12,22,33,30,26,16,18,6,5,2,2,0,5
E00016932,395,28,35,39,30,32,29,27,25,34,37,24,15,13,7,5,9,4,2
E00016954,340,18,38,37,34,21,18,25,45,21,26,17,19,11,1,2,4,3,0
E00016961,277,19,23,25,23,11,10,19,23,28,26,15,20,11,6,6,3,6,3
E00016928,439,24,21,42,42,41,30,32,23,38,28,39,28,23,12,5,5,2,4
E00016947,149,6,3,10,9,10,7,6,12,14,12,11,13,11,5,12,1,0,7
E00016958,359,19,23,40,26,26,24,11,20,33,27,44,19,15,15,9,2,2,4
E00016963,313,20,17,16,24,24,16,17,23,16,20,35,18,16,18,13,6,6,8
E00016933,553,40,46,58,36,26,24,41,46,40,34,45,37,31,20,10,7,5,7
E00016953,268,20,24,21,15,11,18,18,12,14,14,19,16,12,17,5,11,8,13
E00016957,293,24,18,29,28,16,16,15,21,22,22,23,21,13,4,6,8,1,6
E00016960,243,21,15,20,10,5,9,14,26,12,13,20,15,13,10,12,11,9,8
E00016966,198,8,12,22,13,10,11,14,14,13,23,19,15,4,3,6,2,3,6
E00016937,477,30,30,31,27,21,32,31,24,26,34,31,39,24,27,24,17,11,18
E00016959,332,13,20,20,20,19,15,20,14,23,34,20,27,18,16,20,9,8,16
E00016962,486,32,46,53,29,23,24,35,31,33,45,36,28,21,17,7,9,9,8
E00016965,383,31,26,27,26,18,26,35,41,29,27,30,24,13,10,9,4,4,3
E00016970,719,59,75,51,45,32,67,71,67,47,62,42,32,29,18,7,7,4,4
E00016934,409,22,20,29,25,28,26,26,32,34,22,26,36,25,16,17,10,12,3
E00016935,431,23,30,36,32,24,14,28,34,40,23,24,34,28,16,20,13,8,4
E00016936,337,16,27,23,31,20,16,12,21,34,24,21,26,21,17,11,11,4,2
E00016938,294,11,16,32,25,16,13,11,23,23,27,23,18,13,8,13,12,6,4
E00016939,347,19,28,26,29,12,18,20,23,47,17,20,27,21,14,11,4,5,6
E00016940,328,23,22,31,24,17,18,23,35,35,25,18,14,14,7,7,5,5,5
E00016941,441,37,27,28,36,18,32,34,44,34,15,27,48,25,9,8,8,4,7
E00016942,346,27,23,19,26,17,28,31,31,20,23,24,39,7,10,10,3,2,6
E00016943,267,26,18,23,11,12,20,31,41,21,13,15,13,10,7,4,1,1,0
E00016944,374,31,15,30,29,25,21,22,39,23,26,35,31,15,5,14,7,3,3
E00016945,257,33,12,18,12,13,15,32,35,24,17,13,18,9,3,0,2,0,1
E00016356,360,27,22,33,31,15,21,27,30,21,27,33,24,17,6,13,3,7,3
E00016387,334,21,21,35,25,19,19,25,23,26,23,25,25,16,7,7,6,9,2
E00016393,321,16,19,36,24,20,16,12,21,20,25,30,26,12,10,5,7,16,6
E00165790,324,26,26,33,21,13,18,29,29,24,27,20,19,11,3,7,6,11,1
E00016362,438,28,37,57,29,17,19,25,57,32,28,39,18,9,17,11,2,6,7
E00016364,342,31,19,33,25,11,17,17,42,22,24,23,25,16,18,4,3,6,6
E00016365,236,17,18,18,8,6,8,16,29,17,11,17,11,13,17,10,6,2,12
E00016394,353,23,20,45,28,12,15,11,35,33,25,27,29,14,11,7,4,6,8
E00165789,260,12,5,19,19,13,11,11,19,19,23,18,21,22,13,13,6,5,11
E00016696,254,7,13,19,11,18,29,29,29,16,23,13,23,12,6,2,2,1,1
E00016698,492,31,18,17,15,47,94,85,47,30,25,30,23,17,7,1,4,0,1
E00016703,326,28,26,28,19,28,36,27,21,15,25,22,20,13,7,1,5,2,3
E00016713,478,26,19,28,14,25,66,54,56,43,52,35,29,14,12,0,4,0,1
E00165804,398,31,14,13,17,29,62,76,43,26,17,18,16,21,11,0,1,1,2
E00016668,240,16,9,5,10,9,11,18,28,26,20,18,21,17,11,5,7,5,4
E00016670,336,14,19,16,30,12,25,27,26,33,25,26,31,16,6,10,11,3,6
E00016671,160,10,11,3,12,3,10,12,12,12,8,15,22,9,6,6,1,4,4
E00016672,401,37,25,11,15,18,33,45,38,32,22,18,29,23,21,17,4,7,6
E00173708,202,13,16,5,1,8,17,33,50,22,14,6,5,2,2,3,3,0,2
E00173710,496,39,29,26,36,15,41,72,52,43,40,33,35,11,7,5,6,5,1
E00016661,316,14,10,14,12,9,20,36,47,33,30,17,21,14,9,4,13,10,3
E00173936,285,15,21,26,23,24,27,19,21,32,23,21,17,6,4,1,4,1,0
E00173937,221,18,13,2,0,5,33,61,44,22,9,5,3,2,0,0,4,0,0
E00173938,363,25,10,10,7,16,50,88,57,40,29,15,6,6,2,1,1,0,0
E00174035,241,30,6,5,2,3,33,65,52,28,7,5,3,0,1,0,0,0,1
E00016212,324,21,23,19,20,31,31,53,21,12,17,23,17,13,12,2,3,4,2
E00016249,243,9,18,9,8,25,17,31,10,10,10,22,8,11,20,10,14,7,4
E00016254,304,15,13,12,18,33,21,34,29,14,17,23,28,16,17,5,2,3,4
E00173952,243,15,18,21,8,24,24,20,9,13,16,14,13,19,10,2,7,6,4
E00174016,249,23,8,10,17,25,17,35,18,10,14,18,14,8,4,4,11,12,1
E00174022,241,15,13,8,4,19,22,41,29,12,18,15,9,9,12,9,4,2,0
E00174008,281,14,3,0,9,16,38,58,67,32,15,9,5,2,3,8,1,0,1
E00174010,287,16,2,1,2,35,59,66,51,24,8,7,5,1,1,1,1,6,1
E00174013,265,9,3,0,3,12,71,60,44,20,18,9,9,0,2,0,1,2,2
E00174015,328,18,7,3,15,42,46,50,58,30,18,16,16,1,4,0,0,3,1
E00174025,254,6,4,0,2,21,51,47,52,43,15,5,5,0,1,0,1,1,0
E00174027,201,13,1,4,0,3,34,46,42,25,16,8,4,0,2,1,0,2,0
E00016628,376,25,16,12,10,17,49,57,50,35,31,20,12,9,14,9,3,4,3
E00016637,750,43,22,23,16,44,162,142,84,42,42,31,19,13,16,16,5,18,12
E00174024,461,28,27,17,7,21,91,98,56,34,31,17,10,9,11,4,0,0,0
E00174029,264,13,7,4,5,17,47,48,25,21,17,14,14,8,12,3,6,2,1
E00174030,226,12,6,12,3,13,24,37,23,23,19,17,17,5,8,2,0,3,2
E00016644,625,64,92,56,41,25,43,58,60,51,35,33,24,22,10,3,1,4,3
E00016645,325,28,7,20,22,16,22,45,25,17,22,20,21,16,19,12,6,2,5
E00016646,361,32,27,23,15,16,38,39,33,35,20,29,17,11,8,8,4,3,3
